;L, μμ;vt41,naco3+tib2,200,2000.csv;Result;fail;Predict
348;1250,0;22,19;20,40274333969924;3,194286369789436;21,148162280053054
349;1253,3333333333333;22,27;20,40550726952805;3,4763331419827406;21,150421891654187
350;1256,6666666666667;22,32;20,40827119935686;3,654707007208456;21,152681503255316
351;1260,0;22,18;20,411035129185674;3,129236714175145;21,15494111485645
352;1263,3333333333333;22,11;20,413799059014483;2,877097632200151;21,15720072645758
353;1266,6666666666667;21,95;20,416562988843296;2,351429067185203;21,15946033805871
354;1270,0;22,01;20,41932691867211;2,5302408516611727;21,161719949659844
355;1273,3333333333333;21,86;20,42209084850092;2,0675827279648074;21,163979561260973
356;1276,6666666666667;22,15;20,42485477832973;2,976126035851756;21,166239172862106
357;1280,0;22,44;20,42761870815854;4,049678463753507;21,16849878446324
358;1283,3333333333333;22,55;20,430382637987353;4,492777761345454;21,170758396064368
359;1286,6666666666667;22,52;20,433146567816166;4,3549572474174445;21,1730180076655
360;1290,0;22,77;20,435910497644976;5,447973805003923;21,175277619266634
361;1293,3333333333333;22,54;20,43867442747379;4,4155691617526065;21,177537230867763
362;1296,6666666666667;21,25;20,441438357302598;0,6537719300415212;21,179796842468896
363;1300,0;21,33;20,44420228713141;0,7846375881232205;21,18205645407003
364;1303,3333333333333;20,99;20,446966216960224;0,29488568952248906;21,184316065671158
365;1306,6666666666667;20,97;20,449730146789033;0,27068072016015987;21,18657567727229
366;1310,0;21,05;20,452494076617846;0,3570133284767613;21,188835288873424
